Date,Value
2010-03-02,0.0012
2010-03-01,0.0012
2010-02-26,0.0012
2010-02-25,0.0012
2010-02-24,0.0012
2010-02-23,0.0013
2010-02-22,0.001
2010-02-19,0.001
2010-02-18,0.0009
2010-02-17,0.001
2010-02-16,0.0009
2010-02-12,0.0009
2010-02-11,0.001
2010-02-10,0.001
2010-02-09,0.001
2010-02-08,0.001
2010-02-05,0.0009
2010-02-04,0.0009
2010-02-03,0.001
2010-02-02,0.0009
2010-02-01,0.0009
2010-01-29,0.0008
2010-01-28,0.0008
2010-01-27,0.0008
2010-01-26,0.0007000000000000001
2010-01-25,0.0008
2010-01-22,0.0005
2010-01-21,0.0005
2010-01-20,0.0005
2010-01-19,0.0006
2010-01-15,0.0006
2010-01-14,0.0005
2010-01-13,0.0005
2010-01-12,0.0004
2010-01-11,0.0004
2010-01-08,0.0005
2010-01-07,0.0005
2010-01-06,0.0006
2010-01-05,0.0006
2010-01-04,0.0008
2009-12-31,0.0007000000000000001
2009-12-30,0.0009
2009-12-29,0.0011
2009-12-28,0.0006
2009-12-24,0.0005
2009-12-23,0.0007000000000000001
2009-12-22,0.0008
2009-12-21,0.0005
2009-12-18,0.0004
2009-12-17,0.0005
2009-12-16,0.0004
2009-12-15,0.0005
2009-12-14,0.0003
2009-12-11,0.0003
2009-12-10,0.0003
2009-12-09,0.0003
2009-12-08,0.0003
2009-12-07,0.0005
2009-12-04,0.0005
2009-12-03,0.0005
2009-12-02,0.0005
2009-12-01,0.0005
2009-11-30,0.0005
2009-11-27,0.0004
2009-11-25,0.0005
2009-11-24,0.0005
2009-11-23,0.0003
2009-11-20,0.0001
2009-11-19,0.0002
2009-11-18,0.0005
2009-11-17,0.0006
2009-11-16,0.0006
2009-11-13,0.0006
2009-11-12,0.0006
2009-11-11,0.0006
2009-11-10,0.0006
2009-11-09,0.0005
2009-11-06,0.0006
2009-11-05,0.0005
2009-11-04,0.0005
2009-11-03,0.0005
2009-11-02,0.0005
2009-10-30,0.0005
2009-10-29,0.0006
2009-10-28,0.0007000000000000001
2009-10-27,0.0008
2009-10-26,0.0005
2009-10-23,0.0005
2009-10-22,0.0006
2009-10-21,0.0008
2009-10-20,0.0008
2009-10-19,0.0006
2009-10-16,0.0006
2009-10-15,0.0007000000000000001
2009-10-14,0.0008
2009-10-13,0.0006
2009-10-12,0.0006
2009-10-09,0.0007000000000000001
2009-10-08,0.0006
2009-10-07,0.0007000000000000001
2009-10-06,0.0009
2009-10-05,0.0009
2009-10-02,0.001
2009-10-01,0.0011
2009-09-30,0.0014000000000000002
2009-09-29,0.0012
2009-09-28,0.001
2009-09-25,0.0009
2009-09-24,0.0009
2009-09-23,0.0011
2009-09-22,0.001
2009-09-21,0.0009
2009-09-18,0.0009
2009-09-17,0.0011
2009-09-16,0.0012
2009-09-15,0.0014000000000000002
2009-09-14,0.0014000000000000002
2009-09-11,0.0014000000000000002
2009-09-10,0.0014000000000000002
2009-09-09,0.0014000000000000002
2009-09-08,0.0013
2009-09-04,0.0013
2009-09-03,0.0013
2009-09-02,0.0014000000000000002
2009-09-01,0.0014000000000000002
2009-08-31,0.0014000000000000002
2009-08-28,0.0014000000000000002
2009-08-27,0.0014000000000000002
2009-08-26,0.0016
2009-08-25,0.0017000000000000001
2009-08-24,0.0016
2009-08-21,0.0017000000000000001
2009-08-20,0.0017000000000000001
2009-08-19,0.0017000000000000001
2009-08-18,0.0018
2009-08-17,0.0017000000000000001
2009-08-14,0.0017000000000000001
2009-08-13,0.0017000000000000001
2009-08-12,0.0017000000000000001
2009-08-11,0.0018
2009-08-10,0.0017000000000000001
2009-08-07,0.0017000000000000001
2009-08-06,0.0017000000000000001
2009-08-05,0.0018
2009-08-04,0.0018
2009-08-03,0.0018
2009-07-31,0.0017000000000000001
2009-07-30,0.0018
2009-07-29,0.0019
2009-07-28,0.0019
2009-07-27,0.0019
2009-07-24,0.0019
2009-07-23,0.0018
2009-07-22,0.0018
2009-07-21,0.0019
2009-07-20,0.0017000000000000001
2009-07-17,0.0017000000000000001
2009-07-16,0.0017000000000000001
2009-07-15,0.0018
2009-07-14,0.0018
2009-07-13,0.0018
2009-07-10,0.0018
2009-07-09,0.0018
2009-07-08,0.0018
2009-07-07,0.0019
2009-07-06,0.0016
2009-07-02,0.0017000000000000001
2009-07-01,0.0018
2009-06-30,0.0019
2009-06-29,0.002
2009-06-26,0.0019
2009-06-25,0.0018
2009-06-24,0.0019
2009-06-23,0.0021
2009-06-22,0.0019
2009-06-19,0.0017000000000000001
2009-06-18,0.0019
2009-06-17,0.0019
2009-06-16,0.0017000000000000001
2009-06-15,0.0017000000000000001
2009-06-12,0.0017000000000000001
2009-06-11,0.0017000000000000001
2009-06-10,0.0017000000000000001
2009-06-09,0.0018
2009-06-08,0.0017000000000000001
2009-06-05,0.0018
2009-06-04,0.0014000000000000002
2009-06-03,0.0013
2009-06-02,0.0013
2009-06-01,0.0014000000000000002
2009-05-29,0.0014000000000000002
2009-05-28,0.0016
2009-05-27,0.0017000000000000001
2009-05-26,0.0017000000000000001
2009-05-22,0.0017000000000000001
2009-05-21,0.0017000000000000001
2009-05-20,0.0018
2009-05-19,0.0018
2009-05-18,0.0017000000000000001
2009-05-15,0.0016
2009-05-14,0.0017000000000000001
2009-05-13,0.0018
2009-05-12,0.0019
2009-05-11,0.0017000000000000001
2009-05-08,0.0018
2009-05-07,0.0019
2009-05-06,0.0019
2009-05-05,0.0019
2009-05-04,0.0019
2009-05-01,0.0016
2009-04-30,0.0014000000000000002
2009-04-29,0.0012
2009-04-28,0.0012
2009-04-27,0.001
2009-04-24,0.001
2009-04-23,0.0014000000000000002
2009-04-22,0.0014000000000000002
2009-04-21,0.0015
2009-04-20,0.0013
2009-04-17,0.0014000000000000002
2009-04-16,0.0015
2009-04-15,0.0017000000000000001
2009-04-14,0.0017000000000000001
2009-04-13,0.0017000000000000001
2009-04-09,0.0018
2009-04-08,0.0019
2009-04-07,0.0019
2009-04-06,0.002
2009-04-03,0.0021
2009-04-02,0.0022
2009-04-01,0.0022
2009-03-31,0.0022
2009-03-30,0.0015
2009-03-27,0.0014000000000000002
2009-03-26,0.0018
2009-03-25,0.002
2009-03-24,0.0022
2009-03-23,0.0021
2009-03-20,0.002
2009-03-19,0.002
2009-03-18,0.0022
2009-03-17,0.0023
2009-03-16,0.0025
2009-03-13,0.0019
2009-03-12,0.0022
2009-03-11,0.0023
2009-03-10,0.0023
2009-03-09,0.0023
2009-03-06,0.0022
2009-03-05,0.0025
2009-03-04,0.0026
2009-03-03,0.0027
2009-03-02,0.0025
2009-02-27,0.0026
2009-02-26,0.003
2009-02-25,0.0031
2009-02-24,0.003
2009-02-23,0.0029
2009-02-20,0.003
2009-02-19,0.0031
2009-02-18,0.0031
2009-02-17,0.003
2009-02-13,0.003
2009-02-12,0.003
2009-02-11,0.0031
2009-02-10,0.0032
2009-02-09,0.003
2009-02-06,0.0028000000000000004
2009-02-05,0.0029
2009-02-04,0.0031
2009-02-03,0.0034000000000000002
2009-02-02,0.0026
2009-01-30,0.0024
2009-01-29,0.0023
2009-01-28,0.0019
2009-01-27,0.0014000000000000002
2009-01-26,0.001
2009-01-23,0.0012
2009-01-22,0.0011
2009-01-21,0.0012
2009-01-20,0.0012
2009-01-16,0.0012
2009-01-15,0.0011
2009-01-14,0.0012
2009-01-13,0.0012
2009-01-12,0.0008
2009-01-09,0.0008
2009-01-08,0.001
2009-01-07,0.0013
2009-01-06,0.0015
2009-01-05,0.001
2009-01-02,0.001
2008-12-31,0.0012
2008-12-30,0.001
2008-12-29,0.0001
2008-12-26,0.0005
2008-12-24,0.0
2008-12-23,0.0004
2008-12-22,0.0001
2008-12-19,0.0004
2008-12-18,0.0
2008-12-17,0.0002
2008-12-16,0.0005
2008-12-15,0.0004
2008-12-12,0.0002
2008-12-11,0.0001
2008-12-10,0.0
2008-12-09,0.0001
2008-12-08,0.0003
2008-12-05,0.0001
2008-12-04,0.0001
2008-12-03,0.0004
2008-12-02,0.0006
2008-12-01,0.0003
2008-11-28,0.0003
2008-11-26,0.0013
2008-11-25,0.0012
2008-11-24,0.0001
2008-11-21,0.0005
2008-11-20,0.0003
2008-11-19,0.0011
2008-11-18,0.0014000000000000002
2008-11-17,0.0017000000000000001
2008-11-14,0.0015
2008-11-13,0.0021
2008-11-12,0.0023
2008-11-11,0.0019
2008-11-10,0.0034000000000000002
2008-11-07,0.0031
2008-11-06,0.0038
2008-11-05,0.0046
2008-11-04,0.005
2008-11-03,0.005
2008-10-31,0.0044
2008-10-30,0.0054
2008-10-29,0.006500000000000001
2008-10-28,0.0085
2008-10-27,0.0083
2008-10-24,0.008199999999999999
2008-10-23,0.0105
2008-10-22,0.0105
2008-10-21,0.0126
2008-10-20,0.0118
2008-10-17,0.0089
2008-10-16,0.0044
2008-10-15,0.0032
2008-10-14,0.0055000000000000005
2008-10-13,0.0021
2008-10-10,0.004
2008-10-09,0.0077
2008-10-08,0.0075
2008-10-07,0.0101
2008-10-06,0.0048
2008-10-03,0.0055000000000000005
2008-10-02,0.0079
2008-10-01,0.0087
2008-09-30,0.0101
2008-09-29,0.0072
2008-09-26,0.0091
2008-09-25,0.008
2008-09-24,0.005600000000000001
2008-09-23,0.0097
2008-09-22,0.0095
2008-09-19,0.0105
2008-09-18,0.0023
2008-09-17,0.0055000000000000005
2008-09-16,0.0097
2008-09-15,0.0086
2008-09-12,0.0155
2008-09-11,0.0161
2008-09-10,0.0163
2008-09-09,0.0168
2008-09-08,0.0175
2008-09-05,0.0165
2008-09-04,0.0166
2008-09-03,0.0167
2008-09-02,0.017
2008-08-29,0.0172
2008-08-28,0.0171
2008-08-27,0.0168
2008-08-26,0.0172
2008-08-25,0.0167
2008-08-22,0.0171
2008-08-21,0.0169
2008-08-20,0.0173
2008-08-19,0.0177
2008-08-18,0.018500000000000003
2008-08-15,0.0182
2008-08-14,0.018500000000000003
2008-08-13,0.0182
2008-08-12,0.0187
2008-08-11,0.0178
2008-08-08,0.0166
2008-08-07,0.0167
2008-08-06,0.0168
2008-08-05,0.0172
2008-08-04,0.0166
2008-08-01,0.0166
2008-07-31,0.0166
2008-07-30,0.0173
2008-07-29,0.0171
2008-07-28,0.0168
2008-07-25,0.017
2008-07-24,0.0165
2008-07-23,0.016200000000000003
2008-07-22,0.015300000000000001
2008-07-21,0.015
2008-07-18,0.0146
2008-07-17,0.0141
2008-07-16,0.0139
2008-07-15,0.0144
2008-07-14,0.0165
2008-07-11,0.016399999999999998
2008-07-10,0.0178
2008-07-09,0.0183
2008-07-08,0.018600000000000002
2008-07-07,0.0183
2008-07-03,0.0181
2008-07-02,0.0183
2008-07-01,0.018500000000000003
2008-06-30,0.0175
2008-06-27,0.0168
2008-06-26,0.0175
2008-06-25,0.0179
2008-06-24,0.0182
2008-06-23,0.018600000000000002
2008-06-20,0.018500000000000003
2008-06-19,0.0189
2008-06-18,0.0191
2008-06-17,0.0199
2008-06-16,0.0196
2008-06-13,0.020099999999999996
2008-06-12,0.0195
2008-06-11,0.019299999999999998
2008-06-10,0.0199
2008-06-09,0.018600000000000002
2008-06-06,0.0181
2008-06-05,0.0183
2008-06-04,0.0181
2008-06-03,0.0183
2008-06-02,0.018500000000000003
2008-05-30,0.018600000000000002
2008-05-29,0.0191
2008-05-28,0.018799999999999997
2008-05-27,0.018799999999999997
2008-05-23,0.0183
2008-05-22,0.0184
2008-05-21,0.0183
2008-05-20,0.0184
2008-05-19,0.0184
2008-05-16,0.0182
2008-05-15,0.018000000000000002
2008-05-14,0.018000000000000002
2008-05-13,0.0181
2008-05-12,0.0176
2008-05-09,0.0165
2008-05-08,0.016399999999999998
2008-05-07,0.017
2008-05-06,0.016200000000000003
2008-05-05,0.015700000000000002
2008-05-02,0.0148
2008-05-01,0.013999999999999999
2008-04-30,0.014499999999999999
2008-04-29,0.014499999999999999
2008-04-28,0.0134
2008-04-25,0.0128
2008-04-24,0.0127
2008-04-23,0.0123
2008-04-22,0.013000000000000001
2008-04-21,0.0134
2008-04-18,0.014199999999999999
2008-04-17,0.0123
2008-04-16,0.0113
2008-04-15,0.011200000000000002
2008-04-14,0.011399999999999999
2008-04-11,0.0118
2008-04-10,0.0126
2008-04-09,0.013300000000000001
2008-04-08,0.013999999999999999
2008-04-07,0.0141
2008-04-04,0.013600000000000001
2008-04-03,0.0138
2008-04-02,0.013999999999999999
2008-04-01,0.0141
2008-03-31,0.013500000000000002
2008-03-28,0.014499999999999999
2008-03-27,0.0127
2008-03-26,0.0132
2008-03-25,0.0129
2008-03-24,0.0108
2008-03-20,0.0063
2008-03-19,0.0087
2008-03-18,0.0103
2008-03-17,0.0109
2008-03-14,0.013300000000000001
2008-03-13,0.0139
2008-03-12,0.015
2008-03-11,0.015
2008-03-10,0.0147
2008-03-07,0.015700000000000002
2008-03-06,0.0138
2008-03-05,0.016
2008-03-04,0.0161
2008-03-03,0.018500000000000003
2008-02-29,0.0184
2008-02-28,0.0187
2008-02-27,0.0203
2008-02-26,0.0212
2008-02-25,0.022000000000000002
2008-02-22,0.0215
2008-02-21,0.0219
2008-02-20,0.0219
2008-02-19,0.022000000000000002
2008-02-15,0.022000000000000002
2008-02-14,0.022400000000000003
2008-02-13,0.022099999999999998
2008-02-12,0.0226
2008-02-11,0.022400000000000003
2008-02-08,0.022000000000000002
2008-02-07,0.021400000000000002
2008-02-06,0.021
2008-02-05,0.022099999999999998
2008-02-04,0.0219
2008-02-01,0.0206
2008-01-31,0.020099999999999996
2008-01-30,0.0232
2008-01-29,0.0225
2008-01-28,0.0226
2008-01-25,0.023799999999999998
2008-01-24,0.0232
2008-01-23,0.0212
2008-01-22,0.0245
2008-01-18,0.028999999999999998
2008-01-17,0.030699999999999998
2008-01-16,0.030899999999999997
2008-01-15,0.031
2008-01-14,0.031
2008-01-11,0.031200000000000002
2008-01-10,0.0321
2008-01-09,0.0315
2008-01-08,0.032
2008-01-07,0.0318
2008-01-04,0.0317
2008-01-03,0.032
2008-01-02,0.033
2007-12-31,0.0318
2007-12-28,0.030899999999999997
2007-12-27,0.032
2007-12-26,0.032799999999999996
2007-12-24,0.0322
2007-12-21,0.0292
2007-12-20,0.0281
2007-12-19,0.029500000000000002
2007-12-18,0.0305
2007-12-17,0.029300000000000003
2007-12-14,0.0285
2007-12-13,0.028399999999999998
2007-12-12,0.0305
2007-12-11,0.0294
2007-12-10,0.0301
2007-12-07,0.0302
2007-12-06,0.0298
2007-12-05,0.030299999999999997
2007-12-04,0.0301
2007-12-03,0.030899999999999997
2007-11-30,0.030899999999999997
2007-11-29,0.0291
2007-11-28,0.030299999999999997
2007-11-27,0.031200000000000002
2007-11-26,0.033
2007-11-23,0.031400000000000004
2007-11-21,0.030600000000000002
2007-11-20,0.032799999999999996
2007-11-19,0.0344
2007-11-16,0.033
2007-11-15,0.0327
2007-11-14,0.0345
2007-11-13,0.034
2007-11-12,0.0318
2007-11-09,0.032
2007-11-08,0.0338
2007-11-07,0.035699999999999996
2007-11-06,0.0371
2007-11-05,0.0359
2007-11-02,0.037000000000000005
2007-11-01,0.038
2007-10-31,0.038900000000000004
2007-10-30,0.039
2007-10-29,0.0392
2007-10-26,0.038599999999999995
2007-10-25,0.0383
2007-10-24,0.038599999999999995
2007-10-23,0.0392
2007-10-22,0.0388
2007-10-19,0.0385
2007-10-18,0.0383
2007-10-17,0.0412
2007-10-16,0.0417
2007-10-15,0.0418
2007-10-12,0.0408
2007-10-11,0.04019999999999999
2007-10-10,0.0397
2007-10-09,0.0391
2007-10-08,0.0387
2007-10-05,0.039
2007-10-04,0.0387
2007-10-03,0.038900000000000004
2007-10-02,0.0387
2007-10-01,0.0384
2007-09-28,0.0373
2007-09-27,0.0364
2007-09-26,0.0373
2007-09-25,0.0371
2007-09-24,0.037599999999999995
2007-09-21,0.0368
2007-09-20,0.0381
2007-09-19,0.0391
2007-09-18,0.0406
2007-09-17,0.039900000000000005
2007-09-14,0.0391
2007-09-13,0.0395
2007-09-12,0.0398
2007-09-11,0.0403
2007-09-10,0.0391
2007-09-07,0.0416
2007-09-06,0.042800000000000005
2007-09-05,0.0426
2007-09-04,0.0429
2007-08-31,0.0405
2007-08-30,0.038
2007-08-29,0.0408
2007-08-28,0.043899999999999995
2007-08-27,0.0454
2007-08-24,0.041299999999999996
2007-08-23,0.0371
2007-08-22,0.0388
2007-08-21,0.036699999999999997
2007-08-20,0.0369
2007-08-17,0.0398
2007-08-16,0.0387
2007-08-15,0.044199999999999996
2007-08-14,0.0461
2007-08-13,0.0464
2007-08-10,0.0453
2007-08-09,0.0472
2007-08-08,0.0483
2007-08-07,0.0482
2007-08-06,0.0472
2007-08-03,0.0475
2007-08-02,0.048
2007-08-01,0.0479
2007-07-31,0.0484
2007-07-30,0.047400000000000005
2007-07-27,0.047599999999999996
2007-07-26,0.0482
2007-07-25,0.048799999999999996
2007-07-24,0.048799999999999996
2007-07-23,0.048600000000000004
2007-07-20,0.0483
2007-07-19,0.0484
2007-07-18,0.0482
2007-07-17,0.0483
2007-07-16,0.0482
2007-07-13,0.0482
2007-07-12,0.0484
2007-07-11,0.0481
2007-07-10,0.0482
2007-07-09,0.0481
2007-07-06,0.0482
2007-07-05,0.0484
2007-07-03,0.0482
2007-07-02,0.047400000000000005
2007-06-29,0.0471
2007-06-28,0.0467
2007-06-27,0.046799999999999994
2007-06-26,0.0473
2007-06-25,0.04650000000000001
2007-06-22,0.0461
2007-06-21,0.045700000000000005
2007-06-20,0.0462
2007-06-19,0.0452
2007-06-18,0.0443
2007-06-15,0.0449
2007-06-14,0.045700000000000005
2007-06-13,0.0462
2007-06-12,0.046
2007-06-11,0.04650000000000001
2007-06-08,0.0466
2007-06-07,0.0467
2007-06-06,0.0467
2007-06-05,0.047
2007-06-04,0.0466
2007-06-01,0.0466
2007-05-31,0.046900000000000004
2007-05-30,0.047400000000000005
2007-05-29,0.0475
2007-05-25,0.047599999999999996
2007-05-24,0.04769999999999999
2007-05-23,0.0478
2007-05-22,0.0478
2007-05-21,0.047400000000000005
2007-05-18,0.046900000000000004
2007-05-17,0.047
2007-05-16,0.046799999999999994
2007-05-15,0.0472
2007-05-14,0.0472
2007-05-11,0.0472
2007-05-10,0.047400000000000005
2007-05-09,0.0475
2007-05-08,0.047599999999999996
2007-05-07,0.0475
2007-05-04,0.0475
2007-05-03,0.047599999999999996
2007-05-02,0.047599999999999996
2007-05-01,0.0478
2007-04-30,0.04769999999999999
2007-04-27,0.0481
2007-04-26,0.0482
2007-04-25,0.0484
2007-04-24,0.0484
2007-04-23,0.0484
2007-04-20,0.0484
2007-04-19,0.048499999999999995
2007-04-18,0.048600000000000004
2007-04-17,0.048600000000000004
2007-04-16,0.0487
2007-04-13,0.048799999999999996
2007-04-12,0.0489
2007-04-11,0.0489
2007-04-10,0.048799999999999996
2007-04-09,0.0489
2007-04-05,0.049
2007-04-04,0.049100000000000005
2007-04-03,0.049100000000000005
2007-04-02,0.049100000000000005
2007-03-30,0.049100000000000005
2007-03-29,0.049100000000000005
2007-03-28,0.0492
2007-03-27,0.0493
2007-03-26,0.0493
2007-03-23,0.0493
2007-03-22,0.0493
2007-03-21,0.0493
2007-03-20,0.0493
2007-03-19,0.049100000000000005
2007-03-16,0.049
2007-03-15,0.0493
2007-03-14,0.0493
2007-03-13,0.0493
2007-03-12,0.0495
2007-03-09,0.049699999999999994
2007-03-08,0.0496
2007-03-07,0.049699999999999994
2007-03-06,0.049699999999999994
2007-03-05,0.049699999999999994
2007-03-02,0.0499
2007-03-01,0.0499
2007-02-28,0.0501
2007-02-27,0.050300000000000004
2007-02-26,0.050499999999999996
2007-02-23,0.050499999999999996
2007-02-22,0.050499999999999996
2007-02-21,0.0504
2007-02-20,0.050300000000000004
2007-02-16,0.050300000000000004
2007-02-15,0.050300000000000004
2007-02-14,0.050300000000000004
2007-02-13,0.050300000000000004
2007-02-12,0.050300000000000004
2007-02-09,0.050199999999999995
2007-02-08,0.050300000000000004
2007-02-07,0.050199999999999995
2007-02-06,0.0501
2007-02-05,0.0501
2007-02-02,0.0501
2007-02-01,0.0499
2007-01-31,0.05
2007-01-30,0.05
2007-01-29,0.05
2007-01-26,0.05
2007-01-25,0.0501
2007-01-24,0.0501
2007-01-23,0.0501
2007-01-22,0.05
2007-01-19,0.0501
2007-01-18,0.0499
2007-01-17,0.049800000000000004
2007-01-16,0.0496
2007-01-12,0.049699999999999994
2007-01-11,0.049699999999999994
2007-01-10,0.0495
2007-01-09,0.0495
2007-01-08,0.0493
2007-01-05,0.049100000000000005
2007-01-04,0.049100000000000005
2007-01-03,0.0493
2006-12-29,0.0489
2006-12-28,0.0487
2006-12-27,0.048600000000000004
2006-12-26,0.048799999999999996
2006-12-22,0.048499999999999995
2006-12-21,0.0484
2006-12-20,0.048499999999999995
2006-12-19,0.0483
2006-12-18,0.0481
2006-12-15,0.0481
2006-12-14,0.0482
2006-12-13,0.0482
2006-12-12,0.0482
2006-12-11,0.0482
2006-12-08,0.0484
2006-12-07,0.048600000000000004
2006-12-06,0.0487
2006-12-05,0.048600000000000004
2006-12-04,0.0489
2006-12-01,0.049
2006-11-30,0.049100000000000005
2006-11-29,0.049100000000000005
2006-11-28,0.049100000000000005
2006-11-27,0.049100000000000005
2006-11-24,0.049100000000000005
2006-11-22,0.0493
2006-11-21,0.0493
2006-11-20,0.0495
2006-11-17,0.0495
2006-11-16,0.0496
2006-11-15,0.0496
2006-11-14,0.0496
2006-11-13,0.049699999999999994
2006-11-10,0.0496
2006-11-09,0.0496
2006-11-08,0.0496
2006-11-07,0.0495
2006-11-06,0.049699999999999994
2006-11-03,0.0495
2006-11-02,0.0493
2006-11-01,0.0496
2006-10-31,0.0495
2006-10-30,0.0499
2006-10-27,0.049699999999999994
2006-10-26,0.0499
2006-10-25,0.0501
2006-10-24,0.0499
2006-10-23,0.049699999999999994
2006-10-20,0.0495
2006-10-19,0.049699999999999994
2006-10-18,0.0496
2006-10-17,0.0495
2006-10-16,0.0493
2006-10-13,0.049400000000000006
2006-10-12,0.0492
2006-10-11,0.049100000000000005
2006-10-10,0.048600000000000004
2006-10-09,0.04
2006-10-06,0.0482
2006-10-05,0.0482
2006-10-04,0.048
2006-10-03,0.0478
2006-10-02,0.0478
2006-09-29,0.0478
2006-09-28,0.0475
2006-09-27,0.047599999999999996
2006-09-26,0.04769999999999999
2006-09-25,0.048
2006-09-22,0.0479
2006-09-21,0.0482
2006-09-20,0.0482
2006-09-19,0.0482
2006-09-18,0.0482
2006-09-15,0.0482
2006-09-14,0.0481
2006-09-13,0.0478
2006-09-12,0.0479
2006-09-11,0.0483
2006-09-08,0.0482
2006-09-07,0.048499999999999995
2006-09-06,0.048600000000000004
2006-09-05,0.0489
2006-09-01,0.049100000000000005
2006-08-31,0.0492
2006-08-30,0.0493
2006-08-29,0.0495
2006-08-28,0.049699999999999994
2006-08-25,0.049699999999999994
2006-08-24,0.0496
2006-08-23,0.049699999999999994
2006-08-22,0.049699999999999994
2006-08-21,0.049699999999999994
2006-08-18,0.049699999999999994
2006-08-17,0.0495
2006-08-16,0.0495
2006-08-15,0.049800000000000004
2006-08-14,0.049699999999999994
2006-08-11,0.0493
2006-08-10,0.0493
2006-08-09,0.049699999999999994
2006-08-08,0.0501
2006-08-07,0.049800000000000004
2006-08-04,0.049699999999999994
2006-08-03,0.049800000000000004
2006-08-02,0.0499
2006-08-01,0.05
2006-07-31,0.0495
2006-07-28,0.049699999999999994
2006-07-27,0.049699999999999994
2006-07-26,0.05
2006-07-25,0.0501
2006-07-24,0.0496
2006-07-21,0.0495
2006-07-20,0.049800000000000004
2006-07-19,0.050300000000000004
2006-07-18,0.0501
2006-07-17,0.0495
2006-07-14,0.0493
2006-07-13,0.049400000000000006
2006-07-12,0.0495
2006-07-11,0.0493
2006-07-10,0.0489
2006-07-07,0.048799999999999996
2006-07-06,0.049
2006-07-05,0.0495
2006-07-03,0.049100000000000005
2006-06-30,0.0489
2006-06-29,0.048799999999999996
2006-06-28,0.049100000000000005
2006-06-27,0.0492
2006-06-26,0.048600000000000004
2006-06-23,0.0484
2006-06-22,0.048
2006-06-21,0.0482
2006-06-20,0.048
2006-06-19,0.048
2006-06-16,0.0475
2006-06-15,0.047599999999999996
2006-06-14,0.0479
2006-06-13,0.0479
2006-06-12,0.048
2006-06-09,0.047599999999999996
2006-06-08,0.047400000000000005
2006-06-07,0.0475
2006-06-06,0.047400000000000005
2006-06-05,0.047
2006-06-02,0.047
2006-06-01,0.0472
2006-05-31,0.0472
2006-05-30,0.0472
2006-05-26,0.0472
2006-05-25,0.047
2006-05-24,0.0472
2006-05-23,0.0472
2006-05-22,0.047
2006-05-19,0.0471
2006-05-18,0.0472
2006-05-17,0.047400000000000005
2006-05-16,0.047400000000000005
2006-05-15,0.0472
2006-05-12,0.048499999999999995
2006-05-11,0.0475
2006-05-10,0.047599999999999996
2006-05-09,0.0478
2006-05-08,0.0471
2006-05-05,0.047
2006-05-04,0.047
2006-05-03,0.0472
2006-05-02,0.0472
2006-05-01,0.04650000000000001
2006-04-28,0.0466
2006-04-27,0.046900000000000004
2006-04-26,0.046900000000000004
2006-04-25,0.0467
2006-04-24,0.0464
2006-04-21,0.0463
2006-04-20,0.0461
2006-04-19,0.0462
2006-04-18,0.0461
2006-04-17,0.045899999999999996
2006-04-13,0.0461
2006-04-12,0.046
2006-04-11,0.0458
2006-04-10,0.0458
2006-04-07,0.045700000000000005
2006-04-06,0.0458
2006-04-05,0.045599999999999995
2006-04-04,0.045700000000000005
2006-04-03,0.0453
2006-03-31,0.0453
2006-03-30,0.0451
2006-03-29,0.0452
2006-03-28,0.0454
2006-03-27,0.0453
2006-03-24,0.0455
2006-03-23,0.045700000000000005
2006-03-22,0.0458
2006-03-21,0.0458
2006-03-20,0.0454
2006-03-17,0.0452
2006-03-16,0.0451
2006-03-15,0.0451
2006-03-14,0.0449
2006-03-13,0.0451
2006-03-10,0.045
2006-03-09,0.0447
2006-03-08,0.0449
2006-03-07,0.0449
2006-03-06,0.0451
2006-03-03,0.0451
2006-03-02,0.045
2006-03-01,0.045
2006-02-28,0.0451
2006-02-27,0.0449
2006-02-24,0.0449
2006-02-23,0.0449
2006-02-22,0.044500000000000005
2006-02-21,0.044500000000000005
2006-02-17,0.0443
2006-02-16,0.0443
2006-02-15,0.0446
2006-02-14,0.044500000000000005
2006-02-13,0.0444
2006-02-10,0.0443
2006-02-09,0.044000000000000004
2006-02-08,0.044199999999999996
2006-02-07,0.043899999999999995
2006-02-06,0.0438
2006-02-03,0.043899999999999995
2006-02-02,0.0437
2006-02-01,0.0436
2006-01-31,0.0438
2006-01-30,0.0435
2006-01-27,0.0435
2006-01-26,0.0434
2006-01-25,0.0434
2006-01-24,0.0431
2006-01-23,0.042699999999999995
2006-01-20,0.0426
2006-01-19,0.0426
2006-01-18,0.042800000000000005
2006-01-17,0.0424
2006-01-13,0.0424
2006-01-12,0.042199999999999994
2006-01-11,0.042199999999999994
2006-01-10,0.04190000000000001
2006-01-09,0.041299999999999996
2006-01-06,0.041299999999999996
2006-01-05,0.041100000000000005
2006-01-04,0.040999999999999995
2006-01-03,0.0403
2005-12-30,0.0401
2005-12-29,0.039599999999999996
2005-12-28,0.0388
2005-12-27,0.0392
2005-12-23,0.0391
2005-12-22,0.0393
2005-12-21,0.0394
2005-12-20,0.039
2005-12-19,0.0391
2005-12-16,0.0384
2005-12-15,0.0387
2005-12-14,0.0382
2005-12-13,0.038599999999999995
2005-12-12,0.0384
2005-12-09,0.0387
2005-12-08,0.0392
2005-12-07,0.0394
2005-12-06,0.0394
2005-12-05,0.0393
2005-12-02,0.0391
2005-12-01,0.0388
2005-11-30,0.0388
2005-11-29,0.0391
2005-11-28,0.0387
2005-11-25,0.0387
